Tweet,Message/tweets,Match,Polarity
2055.0,thehill PopescuCo True and so would Canada and many other countries on the planet like Brits and all of Europe Even better if China had told the truth or the WHO provided leadership and proper info or CDC was prepared or a high quality well run organization All politicians failed as always,"like,better,proper,well,failed",positive
2056.0,UoBAccelerate The Birmingham Energy Innovation Hub a partnership between Tyseley Energy Park and the University of Birmingham offe,Innovation,positive
2057.0,NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,,neutral
2058.0,NatieNampa I have Two Medals evenFrom East African University games Do you have a Board with you,,neutral
2059.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2060.0,JermaineJupiter The AfterUniversity Job Hunt is quite literally the hardest time to look for a Job in your professional life Are you,,neutral
2061.0,lifeofbryony Hello from Canada I lost my dear mom age 92 today Easter morning Your messages have given me my smile for the day,"lost,smile",neutral
2062.0,businessinsider Canada passed a 52 billion relief package to help businesses pay up to 75 of employees wages,relief,positive
2063.0,are you looking for Graphics contact Tracing Cutout vectorgraphics Dropshadow clippingpath colorchange retouching photoediting USA Australia Turkey England Canada,,neutral
2064.0,StanbicBankGH Well done to scientists of the Noguchi Memorial Institute for Medical Research and the West African Centre for Cell Biol,Well,positive
2065.0,GadSaad In 20 years Canada will look like this Just saying,like,positive
2066.0,callicarbonnell Why isnt the antimalarial drug hydroxycloroquine shown to be effective in treating COVID19 being pushed for furth,effective,positive
2067.0,JoeySalads I know I dont get it either Here in Floridatampabay area the leaders are STILL saying we could have 1000 people admitted each day And all the BS from NYGovCuomo about the Vortex They are going by University datathat admittedly by allis WRONG DATA realDonaldTrump,"BS,WRONG",negative
2068.0,bgirl0001 CPHOCanada PM Skippy Mcfucknuts Graphic designer Hadju Fripfrop Tam and Smurfette all incompetent inept listened to the that was comprised by the Peoples Republic of China Canadians have died they are responsible,"incompetent,inept,died",negative
2069.0,tbzhobi i just remembered weverse shop isnt shipping to canada rn,,neutral
2070.0,amyjamos FarahGalfond Online on Phils poker site the galfonds are in Canada I think Veni is in malta,,neutral
2071.0,bibicosplays CaNaDa DoEsNt HaVe AnY RaCiSm,RaCiSm,negative
2072.0,fullylawful JamiePastore9 PortiaCrowe PreachyPreach IIRC this is because of Canadas quasiBritish status,,neutral
2073.0,JimboStanford Canada is now part of an international cartel to cut oil output amp drive up prices Canada and Alberta have already natio,,neutral
2074.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
2075.0,100 years ago moonshine routinely crossed Rainy Lake from Canada to the US Today the hospital in fortfrances received its Easter gift in buckets rather than baskets with the donation of 80 gallons of alcoholbased sanitizer produced by Cantilever Distillery in Ranier MN,,neutral
2076.0,OurandSBJ Boston University may delay reopening its campus until January 2021,delay,negative
2077.0,JohnAll63815927 jkenney cafreeland I dont know much about Canadian politics but Im learning Parliamentary govts are confusing to meTo put it in my terms its like the Governor of Texas I see Alberta as Canadas Texas for multiple reasons praising Joe Biden Yeah that would cock an eyebrow or two,"confusing,like,praising",positive
2078.0,koolkopper Lockdown in Brampton Canada has compelled Indian origin ladies to share some moments together flashing their best dresses,best,positive
2079.0,smithjacquet6 Alberta anesthetists are told they cant wear N95s during intubations because they need to conserve PPE Everywhere else,,neutral
2080.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
2081.0,DripBoy10 The way the university of Ghana dey trend afiga anoda leak oh abi them de3 lol,leak,negative
2082.0,s41ah Go university itll be the best thing you ever do,best,positive
2083.0,PaulDoroshenko Prepare for a deluge of listings come September Ground zero Fort McMurray where values will drop and drop and drop,deluge,negative
2084.0,He shed his blood for our transgressions And by his stripes WE ARE HEALED 2 HBCUs Alcorn State University and SU collaborated to bring you this message of faith jazzyfaewillis yungmaestro2k,faith,positive
2085.0,ItsFrankie78 After a long talk with my parents and coaches from TLU Im blessed to announce that l will be furthering my academic and,,neutral
2086.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2087.0,globaltimesnews Lingbo Gate at Wuhan University a popular scenic spot experienced a surge in visitors during the first weekend after,"popular,scenic",positive
2088.0,BirdsCanada Weve made our Spring issue of BirdWatch Canada magazine available to everyone online so that more people can enjoy birds,"issue,available,enjoy",positive
2089.0,PaulDoroshenko Prepare for a deluge of listings come September Ground zero Fort McMurray where values will drop and drop and drop,deluge,negative
2090.0,renebuckingham After a great conversation with TWilson11 I am blessed to say that I have received an offer from Lawrence Tech Univer,great,positive
2091.0,BallerDidi MODIfiedVikas nshuklain PAStatePolice PMOIndia narendramodi He is a Doctor at University of Pennsylvania,,neutral
2092.0,Cernovich One month ago in Canada we had people blocking trains and setting fires to the tracks police stood there and watchedTake your dog to the park or sit to close to someone and police ticket youWhat the fuck is going on,fuck,negative
2093.0,RCI101 Hi Canadajkenney is repugnant Alberta donates PPE to other provinces to save lives The quid pro quoWe have to ba,repugnant,negative
2094.0,LHubich According to this article the drive in Easter service was shut down because SHA was afraid someone might see a friend and get,afraid,negative
2095.0,raialimanj21 StudentsRejectUndueFeeHigher education in Pakistan shame on u university mafia and hecpkofficial ShafqatMahmood htt,shame,negative
2096.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2097.0,Told my mum about smoking she told me to wait till I finish university so I wouldnt get suspended,,neutral
2098.0,Huaweis Canada Mask Donations Cause Bipartisan Concern in Washington,Concern,negative
2099.0,OOTT Cuts in MayJune to March level will total mbd Canada Brazil mbd Russia mbd SA mbd Iraq mbd UAE mbd Kuwait mbd Kazakhstan mbd Nigeria mbd Angola mbd USA mbd Others mbd,,neutral
2100.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2101.0,DeanWinnipeg BREAKINGThe Catholic Church of Canada has announced a forensic audit of Andrew Scheers Easter confession citing n,confession,negative
2102.0,cerenyurt The grave injustice lies hereWhile the bill would allow the release of a prisoner who was held with the crime of corrupt,"injustice,lies,prisoner,crime,corrupt",negative
2103.0,DispatchDD Rhodes University vicechancellor Sizwe Mabizela has pledged 33 of his salary for three months to the Covid19 Solidarity,Solidarity,positive
2104.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2105.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
2106.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2107.0,DavidMoscrop Canada 2003 No war in Iraq No blood for oil Canada 2020 Your weapsons will be ready soon MBS Blood for jobs y,ready,positive
2108.0,garyalsmith University of Ghana 10 All Other GH Universities,,neutral
2109.0,universemadeus1 KNUST de3 we for close it down ooapii Dede hunu nkoaa 3ne destruction that u people are good atCongrats Universit,"destruction,good",neutral
2110.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
2111.0,NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,,neutral
2112.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
2113.0,presscoreca There is no emergency in Canada to justify Justin Trudeau passing Emergency Act CAF refused to deploy because there is ze,"emergency,Emergency,refused",negative
2114.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
2115.0,bryceganious WOW After an amazing talk with COACHCAM1 Im Blessed to say Ive received an offer from THE LAMAR University AGTG,"WOW,amazing",positive
2116.0,inkymark When will the Canadian media do a thorough analysis of the covid19 history in canada and the govts mishandling of the issue,issue,negative
2117.0,callicarbonnell Why isnt the antimalarial drug hydroxycloroquine shown to be effective in treating COVID19 being pushed for furth,effective,positive
2118.0,sidneychest Well nowQuebec is talking about separation from Canada againBonusCan we help you pack your bagsDont ca,Well,positive
2119.0,Lifeisg70009322 waikikigigi Although Canadians are known for their politeness I myself would never want to piss one off Make Canad,politeness,positive
2120.0,thatkidrod1 Murray State University showing love Happy Easter racersfootball CoachBHodges EvanMckissack CoachJJR87 CoachDeanH,"love,Happy",positive
2121.0,WYPPCDainton WYPHalifax WestYorksPolice WYPBenDoughty WYPNeilTaylor Burnley Road near Calder High the straight bit Very high speeds overtaking families in cars and couples clearly just going out The roads been busy all day today,"overtaking,clearly",positive
2122.0,adetolaov and OPEC OIL CUT DEAL has been AGREEDDetails OPEC will cut barrels a day below proposed 10m Bra,,neutral
2123.0,CBCToronto While Canadas medical laboratories have been working through a backlog of tests done through nasal swabs blood tests that,,neutral
2124.0,NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,,neutral
2125.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
2126.0,BruceDawson0xB My daughter lives in Canada and applied for the COVID19 benefit on Tuesday It took two minutes to apply The first pa,benefit,positive
2127.0,matthaig1 Dont let people say noone saw this coming UK medical experts were calling for tough preventative measures in January Her,tough,positive
2128.0,Laurestar US UK Canada are turning to China for help Please stop hurting yourself with these Anti Chinese sentiments and propagan,hurting,negative
2129.0,BillTufts janagatien73 I think we are at that state now because politically and economically Canada has dissolvedWe should still be,,neutral
2130.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2131.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2132.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
2133.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2134.0,JohnLegend Attacks Pastors in AntiEaster Service Rant Dont Let Them Kill Your Auntie USA US UK Canada Australia Cuba nytimes cnn bbcworld reuters foxnews wsj ap washingtonpost chinesevirus,"Attacks,Rant,Kill",negative
2135.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
2136.0,Dattydon University of Ghana close to finding the cure for COVID19 meanwhile the self acclaimed best University in Africa and a Scienc,"cure,acclaimed,best",positive
2137.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2138.0,andreamatranga no canada is making me soft,soft,positive
2139.0,Oddy4real Not making at least a 21 at the University of Ibadan is going to haunt me to my grave played my 100 200 and 300 level a,haunt,negative
2140.0,Tonymonye1973 jovial in spirit Reporting the absence of enemy threat within their assigned radius they met some villagers who inform,"jovial,absence,enemy,threat",negative
2141.0,This will replace our traditional method of learning same subjects to pass same standardised tests attend same colleges and work for same giant companiesThus internet provides entire library of ideas vs having to slog between university buildings to engage with new ideas,"work,slog",neutral
2142.0,CBCNews Premier Jason Kenney says Alberta will send medical supplies to other provinces and that Alberta is outperforming its COVID1,"Premier,outperforming",positive
2143.0,koolkopper Lockdown in Brampton Canada has compelled Indian origin ladies to share some moments together flashing their best dresses,best,positive
2144.0,Thank you VP Leni Robredos office allocated P14 million of its current 2020 budget to buy test kits developed by scientists from the University of the PhilippinesNational Institutes of Health,Thank,positive
2145.0,To read the article swipe up in my story or go to NSHA Public Health is warning of potential exposure to COVID19 at GStreet Pizza 2302 Gottingen Street on April 4 and April 6Public Health said its directly contacting,"swipe,warning",negative
2146.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
2147.0,Kulvinder4321 paulb1963 matthewlee7 BridgieCasey Since we dont have a police force of 10 million or so to station one at each household in Canada yes the next option is to trust people but also penalize them if theyre caught not following guidelines,"trust,penalize",neutral
2148.0,chigrl CroesusVole Canada has already started cuttingthey will cut they said last week,,neutral
2149.0,StephenRWade3 If Quebec finally gets the Balls to Seperate Approximately how much would they have to Reimburse Canada,,neutral
2150.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
2151.0,A great story about a wonderful man jimestill who Ive had the pleasure of spending some time with Leaders lead by example choosing to talk less and do more Hes a terrific humanitarian that Canada should be proud of DanbyAppliance globeandmail,"great,wonderful,pleasure,lead,terrific,proud",positive
2152.0,ScotKnitter Custom Order Baby Blanket finished off to England in the morning will be gift wrapped then off to a very special baby,,neutral
2153.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2154.0,univers1057fm University of Ghana UnivofGh scientists have been successful in obtaining critical information about the virus responsi,"successful,critical,virus",negative
2155.0,aaronAcarr New Zealand South Korea Germany Taiwan Thailand Australia Singapore HK Japan Norway Canada CA have a combined,,neutral
2156.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2157.0,37 new COVID19 cases reported in Ottawa on Easter Sunday ottnews ottawa,,neutral
2158.0,sunlorrie Canada postpones download of Flight 752 black boxes indefinitely cdnpoli,,neutral
2159.0,jjmurph22958221 HBloggins The Trudeau Propaganda Machine is always in full Swing Canada is a Failed Nation,"Propaganda,Failed",negative
2160.0,CDNParalympics 40 years ago TerryFox began the MarathonofHope we are so grateful that he paved the way for Para sport in Canada htt,grateful,positive
2161.0,timberjack2004 Fines in Canada for breaking quarantine rules are up to 750000 and 1 year in jailFor endangering others by being ou,breaking,negative
2162.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2163.0,ArlanFF101 Bloomberg reports historic deal with OPEC cutting million barrels per day in production Brazil amp Canada anothe,,neutral
2164.0,QTheWakeUp From Ottawa Canada yours truly,,neutral
2165.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2166.0,JayDee64861546 denisebatters Senator a few honest questionsHow long will you stand for this Liberal government destroying the mai,honest,positive
2167.0,CBCNews Premier Jason Kenney says Alberta will send medical supplies to other provinces and that Alberta is outperforming its COVID1,"Premier,outperforming",positive
2168.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
2169.0,Steelersdepot With the 18th pick in the firstround of the 2020 NFL Draft the Steelers select safety Minkah Fitzpatrick minkfitz2,,neutral
2170.0,kbleecaster MichaelEMann Citizens Climate Canada has put out a new white paper on carbon pricing from our volunteers Everyone shoul,,neutral
2171.0,PPCForCanada kayla23307512 JohnAll63815927 PDykie grafikalrob greatrighthope JustinSchafer1 MonicaFibonacci BrenBlake2 AdamHarryCassi1 sohotitsart baletowncrawl WorldPe56580574 leighgt BECCA99564437 DawsonMdhoust GSawision rustypennywood JohnMorelliBC bal4rednirus Danbalkwill1 PLHCrawford TyRam1 topshelfmofo bryanleblanc TALBOTGILLES RickHi2315 myearwood65 JustChris2018 canukcookie sweetdizzydee RomanandFil sameold2cents1 2dratbil Owingnut johnsta04633925 canadaunited1 BarbaraAnneW5 pigBruin zaphod57 RonKorkut cheryl1492 gbobke MrsTeplitz justice4FLYNN FNongrata whelanmj paddyhullabaloo jennifercirka NotToday1701 5G yeay,,neutral
2172.0,CBCNB Heavy rain and warm temperatures forecast as flood risk increases,"warm,risk",neutral
2173.0,RIleyRo13910463 MunafAlSarray hrw My mother moved to Canada after her parents divorcedMy mothers grave is in Toronto,,neutral
2174.0,MusaTweetx Why students are not getting the Facilities they paid for so why are universities giving deadlines to Submit feeIs that,,neutral
2175.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
2176.0,abubiznessch Today 12th April 2020 We officially launch the twitter account handle for Ahmadu Bello University Business School Li,,neutral
2177.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
2178.0,Covid19mapping1 Dr Osayomi Medical Geographer University of Ibadan speaks on the the spread of COVID19 within Nigeria Highlighting,,neutral
2179.0,christieamcleod TruthWhile the rest of the world is told to stay home Canadas oil amp gas projects continue their march into Indige,,neutral
2180.0,My biggest flex is entering the university at 15,,neutral
2181.0,Well done to scientists of the Noguchi Memorial Institute for Medical Research and the West African Centre for Cell Biology of Infectious Pathogens at the University of GhanaWe are proud of your achievement and we join the people of Ghana and the rest of the world to say bravo,"Well,proud,achievement,bravo",positive
2182.0,koolkopper Lockdown in Brampton Canada has compelled Indian origin ladies to share some moments together flashing their best dresses,best,positive
2183.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2184.0,PrairieThink CBCNews bobbyhristova Providing foreign abortions what is that exactly Unless you meant foreign aid Hate to burst your bubble even if we didnt financially help other countries on planet Earth thats Earth not just Canadathe money would still just go to rich Corporations not the homeless,"Hate,rich",neutral
2185.0,CanadianPhotog1 kris0723 all the crows are busy doing this up here wildlifephotography nature Canon BritishColumbia Canada bir,,neutral
2186.0,ctvottawa Restaurants that stay open MUST have MASKS on employees Dont need gloves Put food on a tray and have clients lift it off themselves Clean hands with antibacterial after each client Covid19 Ottawa Gatineau Canada BeSmart BeSafe,Clean,positive
2187.0,tommywheeldonjr I am still waiting lol I suppose hard as a coach to be patient You would have better experience Canada football,"hard,patient,better",positive
2188.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
2189.0,homelesshub COVID19 Resource Printable COVID19 posters from GovCanHealthon In 6 languages Perfect for homelessnessserving set,Perfect,positive
2190.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
2191.0,They are literally sending flights to Canada and the States and not Cyprus where there have always been flight routes There are more than 30 students in Cyprus ALJADEEDNEWS do something about this,,neutral
2192.0,RobynWins111 It has ALWAYS been tougher on reserves They were intentionally made that way amp they are intentionally maintained that wa,tougher,positive
2193.0,erengunseli Postdoc position with me at Sabanc University in Istanbul starting immediately The successfu,,neutral
2194.0,jkenney Thankyou Deputy Prime Minister cafreelandI appreciate all that you are doing to coordinate with the provinces and the e,appreciate,positive
2195.0,joshwawr instagram take ig music in canada back i cant stand another mf 30 day music challenge i dont want it no more,,neutral
2196.0,MaxTO RosieBarton When will Trudeau be asked to comment on the US delegation sent to Canada to speak to our gov about the danger and,danger,negative
2197.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
2198.0,smkdattazz 78 murders in Toronto in 19 almost 100 in 18 John took a tough a stance on legal gun owners not criminals or the bail sys,tough,positive
2199.0,Klaus holding baby Bunny Mozart ANIMALS Nature CANADA via YouTube KlausDEmrich Bunny BabyBunny,,neutral
2200.0,DonaldBKipkorir Cyrus Habib 40BA Columbia UniversityMLitt OxfordJD YaleRhodes ScholarSoros FellowTruman Scholar Lieut,,neutral
2201.0,JohnAll63815927 kayla23307512 PDykie grafikalrob greatrighthope JustinSchafer1 phattyliva MonicaFibonacci BrenBlake2 AdamHarr,,neutral
2202.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2203.0,what have I donewhere did I go wrongkini mo se ti enikan o se rithese Questions I keep asking myself back then in my 300 Level University daysKizz Daniels NOTHING DEY track was my favourite still my favourite amp motivation then thank God for second chance,thank,positive
2204.0,garyalsmith Ahh Gary paa Noguchi is made up of Ghanaian Scientists not Legon Scientists that is why the message read as Scientists at University of Ghana Not Scientists of University of Ghana Dont bring Legon into this,,neutral
2205.0,fehrsam77 Just found out that on Monday residents in the Philippines can put their names forward for a plane set for Canada It is Ap,,neutral
2206.0,mojos55 USA gov sent warships to threaten Venezuela it vetoed urgentlyneeded IMF loans for Venezuela Iran and blocked Chinese medic,threaten,negative
2207.0,BillTufts Government in Canada is so horribly broken What can we do,broken,negative
2208.0,JodySmithNFL Hey Brandon Happy Birthday buddy Im in Bolton Ontario Canada 45 mins Northwest of Toronto Have a great day,"Happy,great",positive
2209.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2210.0,capzay Sounds like from OPEC and mil from US Brazil and Canada So it seems like mil total,"like,like",positive
2211.0,TrentCapelli Facts US has x the population of Canada As of today US has 537000 coronavirus cases and 21400 deaths Can,,neutral
2212.0,inkymark When will the Canadian media do a thorough analysis of the covid19 history in canada and the govts mishandling of the issue,issue,negative
2213.0,RepMattGaetz 13000000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
2214.0,A German official has accused the US of modern piracy calling the countrys efforts to obtain PPE overly aggressive and officials in Brazil Spain and Canada have expressed a frustration shared by numerous US governors,"modern,aggressive,frustration",negative
2215.0,fehrsam77 Just found out that on Monday residents in the Philippines can put their names forward for a plane set for Canada It is Ap,,neutral
2216.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
2217.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2218.0,KathySarich ishagshafeeg RealJamesWoods noismill I live in Canada guess where Canadians go when our 100 taxpayer funded healthca,,neutral
2219.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2220.0,University of Texas at Austin 2014 Commencement Address Admiral Willia via YouTube,,neutral
2221.0,cerenyurt The grave injustice lies hereWhile the bill would allow the release of a prisoner who was held with the crime of corrupt,"injustice,lies,prisoner,crime,corrupt",negative
2222.0,The Birmingham Energy Innovation Hub a partnership between Tyseley Energy Park and the University of Birmingham offers earlystage energy related businesses free support access to office or workshop space at TEP More info at BrumHour,"Innovation,free,support",positive
2223.0,DietHeartNews Daniel Lucey infectious disease expert Georgetown University 1st coronavirus infection occurred in November 2019 n,infection,negative
2224.0,TomTSEC JustinTrudeau CPHOCanada 12 and so is mk ultra mind controlled Narcissistic psychopathic Dictator wannabe housecottage arrested Justina Trugroper CastroWAKE UP CANADA BEFORE WE ALL ARE GENOCIDEDs,Dictator,negative
2225.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2226.0,cancerousCoffee Im just reflecting on the fact that I would have enjoyed my university years more and got the best out of it if I got,"enjoyed,best",positive
2227.0,ghPKS A socially friendly platform similar to other platforms like FB Twitter amp IG Once launched all past and present students of,"friendly,like",positive
2228.0,NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,,neutral
2229.0,globalnews Why is Air Canada still in operation Of course they should refund everyone,refund,positive
2230.0,Yeah Lots of Americans want to be part of Team Canada these days This is the job of Team Canada Full Transcript,,neutral
2231.0,globalnews Coronavirus Canada missed opportunity for early warning security expert says,"missed,warning",negative
2232.0,This job is now open at Vanderbilt University Medical Center in Nashville TN Follow us and turn on mobile alerts to hear about jobs like these as soon as theyre posted Sr Application Analyst IT,like,positive
2233.0,bresrevenge Afe Babalola University,,neutral
2234.0,lennholmes im missing out on all the drama because im writing my university dissertation THATS RIGHT the dumb thots getting her degr,"RIGHT,dumb",neutral
2235.0,SusannarussoP Canada is much worse than you thinkSo MuchWorse,worse,negative
2236.0,AndiMakinana Rhodes University vice Chancellor Dr Sizwe Mabizela has pledged 33 of his salary for three months to the COVID19 rel,vice,negative
2237.0,erengunseli Postdoc position with me at Sabanc University in Istanbul starting immediately The successfu,,neutral
2238.0,5 Online Courses to Study in Canada,,neutral
2239.0,s41ah Go university itll be the best thing you ever do,best,positive
2240.0,Whatre you at a Newfoundland term meaning How are you holding upTonight at 8 on CBC TV amp CBC Gem tompowercbc will check in with Canadians on the frontlines amp from all walks of life to find out how theyre holding up during this time,Gem,positive
2241.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2242.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2243.0,LorneNystrom PPE from Shanghai one of many planes from China for Canada Its embarrassing Canadas negative federal Conservatives com,"embarrassing,negative",negative
2244.0,bmm Ill be damned if I let a man that lives in Mississippi tell me Canada sucks,"damned,sucks",negative
2245.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
2246.0,junjaijai Both GhostAIO and Splashforcebot didnt show success on adidas Canada however I got 5 confirmationGroupsAMNotifyCA n,success,positive
2247.0,Missing the sea Lovely Sarah from the university planning office has something to help,Lovely,positive
2248.0,Somehow it appears that the federal Liberals were under some mistaken impression that the rest of Canada was just as stupid as their voter base,"mistaken,stupid",negative
2249.0,CmChaotic ezralevant SPhilip18 Cute how he says its only 159 Canada is a clown show under Trudeau and Canadians are dumber than Ca,Cute,positive
2250.0,UBC Rio Tinto Graduate program for International Students in Canada 2020,,neutral
2251.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
2252.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
2253.0,IkemOkeke I still got something left to prove NFLDraft2020 check out my highlights from my career at the University of Hawaii http,,neutral
2254.0,TrippySerena Me sprinkling in the word Illustrious when referring to The Norfolk State University,Illustrious,positive
2255.0,Can you recommend anyone for this job in Savannah GA PRN medtech,recommend,positive
2256.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
2257.0,CSSDP You cant do any sort of social distancing in this layout Inmates speak to the dangerous conditions inside Canadas unprepare,dangerous,negative
2258.0,EveryAlbertan AngieMdeC allaboutheben chronicSeb jkenney AHSmedia CPHOCanada PattyHajdu cafreeland BillMorneau JustinTrud,,neutral
2259.0,hologramvin youre telling me the bread guy mad about people learning to bake again was not only on a board that regulates what product,mad,negative
2260.0,badmanjams Trash ass Canada Ill never understand how American niggas can be so patriotic when their country outwardly expresses how,"Trash,patriotic",neutral
2261.0,KSekyere LegonLive UnivofGh ManuelKoranteng univers1057fm Ugsrc UnivGhVC University of Ghana The nations Hope and Glory,Glory,positive
2262.0,Edmondasamoahj yencomgh University of Ghana is going on,,neutral
2263.0,ramanmann1974 Canada passes 52 billion dollar relief package to help businesses pay upto 75 of employees wages subsidising 75,relief,positive
2264.0,darrenhoyt one of the most University of Virginia things Ive ever seen,,neutral
2265.0,Blessed to receive my First D1 offer from Oakland University Thanks to Coach Kampe Coach Covington and staff at Oakland GoGrizzlies OaklandMBB,,neutral
2266.0,JustinTrudeau KarinaGould viral outbreaks anywhere are a threat to people everywhere Will Canada pledge new funds to Gavi to deliver vaccines and help protect the poorest countries from deadly pandemics and disease We can only DefeatDiseaseTogether,"threat,protect,poorest,deadly",negative
2267.0,jeffjameslee Luckdogbevs AndrewScheer Then why portray him as an authority on the topic I am in university for archaeology and a minor in ancient studies and I dont even consider myself well educated on it because theres so much to know But I can tell you that many things point to Jesus and God to be made up,"well,educated",positive
2268.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
2269.0,CBCNews A hotline launched by Calgary high school students offers prerecorded jokes stories motivational passages and poems for sen,,neutral
2270.0,MtuPombe UON students after hearing of the major breakthrough at Kenyatta University,breakthrough,positive
2271.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
2272.0,s41ah Go university itll be the best thing you ever do,best,positive
2273.0,University of Illinois is 150 via Karlwrites,,neutral
2274.0,aissatoux Even university students dont know this,,neutral
2275.0,PeopleMontreal rexglacer AndrewScheer PPC got less votes than Elmo Sit the fuck down PPC cost Canada a leader and left us with a clown show,fuck,negative
